x,y,layer1_gray,layer2_gray,layer3_gray,trilayer_gray
567,593,9.119999885559082,53.36000061035156,4.0,36.439998626708984
457,380,20.360000610351562,5.28000020980835,31.200000762939453,31.239999771118164
861,590,7.400000095367432,52.36000061035156,3.0,34.52000045776367
622,733,223.0800018310547,3.0,180.36000061035156,222.8800048828125
667,283,97.95999908447266,93.0,9.239999771118164,109.80000305175781
424,169,3.0,227.9600067138672,5.239999771118164,129.55999755859375
850,330,10.479999542236328,9.239999771118164,124.16000366210938,78.80000305175781
967,156,6.320000171661377,40.52000045776367,18.760000228881836,35.91999816894531
489,987,32.040000915527344,9.279999732971191,119.19999694824219,87.91999816894531
331,569,144.8000030517578,3.0,103.80000305175781,137.8800048828125
887,701,16.68000030517578,21.920000076293945,46.84000015258789,46.720001220703125
50,864,11.800000190734863,46.52000045776367,33.599998474121094,50.36000061035156
613,205,45.2400016784668,11.479999542236328,114.5199966430664,93.91999816894531
944,320,45.52000045776367,6.400000095367432,199.39999389648438,137.67999267578125
506,821,24.959999084472656,11.319999694824219,50.720001220703125,47.599998474121094
514,387,179.44000244140625,4.199999809265137,244.0399932861328,234.27999877929688
482,638,134.1199951171875,15.760000228881836,66.5199966430664,118.4800033569336
127,692,5.960000038146973,37.040000915527344,14.920000076293945,31.639999389648438
248,348,4.0,213.47999572753906,9.479999542236328,124.36000061035156
377,494,14.800000190734863,9.5600004196167,187.67999267578125,116.19999694824219
738,159,11.920000076293945,21.1200008392334,118.27999877929688,82.95999908447266
721,55,61.400001525878906,4.0,52.959999084472656,64.55999755859375
946,613,43.2400016784668,183.32000732421875,4.599999904632568,126.68000030517578
655,973,127.95999908447266,16.520000457763672,70.27999877929688,117.55999755859375
544,486,15.279999732971191,22.479999542236328,57.400001525878906,52.20000076293945
578,298,235.32000732421875,45.2400016784668,31.799999237060547,171.1999969482422
564,959,52.279998779296875,49.79999923706055,8.039999961853027,60.31999969482422
68,376,32.560001373291016,10.800000190734863,73.12000274658203,63.84000015258789
922,456,55.040000915527344,32.63999938964844,10.399999618530273,53.599998474121094
326,515,4.0,97.5199966430664,9.239999771118164,60.52000045776367
713,710,56.31999969482422,9.479999542236328,135.75999450683594,110.31999969482422
446,305,33.279998779296875,11.399999618530273,30.8799991607666,41.36000061035156
245,736,223.24000549316406,3.0,141.72000122070312,201.55999755859375
429,876,46.599998474121094,12.039999961853027,122.83999633789062,99.31999969482422
810,756,49.47999954223633,3.5199999809265137,16.079999923706055,37.959999084472656
31,826,7.28000020980835,32.599998474121094,22.68000030517578,34.279998779296875
611,859,7.039999961853027,75.95999908447266,18.760000228881836,55.84000015258789
613,522,6.199999809265137,90.91999816894531,17.280000686645508,62.63999938964844
790,329,6.960000038146973,36.720001220703125,23.399999618530273,36.720001220703125
799,721,51.36000061035156,4.559999942779541,100.44000244140625,85.80000305175781
342,507,4.0,231.0399932861328,9.479999542236328,133.8000030517578
924,181,4.0,45.63999938964844,16.200000762939453,35.91999816894531
517,347,4.0,187.83999633789062,8.479999542236328,109.76000213623047
340,404,110.55999755859375,4.039999961853027,47.959999084472656,89.04000091552734
35,66,64.5999984741211,3.0,52.880001068115234,65.91999816894531
584,661,24.559999465942383,6.440000057220459,198.9199981689453,126.04000091552734
334,682,4.0,183.16000366210938,8.399999618530273,107.19999694824219
909,36,17.84000015258789,8.279999732971191,36.2400016784668,34.119998931884766
303,151,42.439998626708984,8.399999618530273,110.72000122070312,88.4000015258789
456,948,28.520000457763672,55.63999938964844,4.71999979019165,48.7599983215332
616,75,143.63999938964844,3.0,57.959999084472656,112.12000274658203
147,747,80.5999984741211,4.840000152587891,28.440000534057617,62.31999969482422
937,830,13.15999984741211,16.920000076293945,138.8000030517578,92.4800033569336
235,840,3.0,226.9600067138672,5.960000038146973,129.27999877929688
490,460,157.1199951171875,66.04000091552734,16.280000686645508,131.1199951171875
316,9,3.5999999046325684,170.1199951171875,8.039999961853027,99.44000244140625
217,1013,4.800000190734863,11.0,39.91999816894531,30.399999618530273
286,288,178.67999267578125,73.5199966430664,17.239999771118164,147.60000610351562
37,174,3.0,200.9600067138672,6.920000076293945,115.63999938964844
440,582,37.400001525878906,7.039999961853027,12.920000076293945,31.360000610351562
455,351,4.0,41.439998626708984,13.239999771118164,32.15999984741211
814,845,3.0399999618530273,158.60000610351562,6.239999771118164,92.12000274658203
691,688,4.599999904632568,46.79999923706055,11.199999809265137,34.439998626708984
333,3,3.0,174.72000122070312,5.840000152587891,100.55999755859375
440,687,4.199999809265137,168.55999755859375,10.920000076293945,100.55999755859375
638,320,15.800000190734863,24.200000762939453,68.63999938964844,59.47999954223633
458,262,12.5600004196167,116.5199966430664,3.0,72.4800033569336
728,819,10.600000381469727,25.360000610351562,23.399999618530273,32.560001373291016
232,996,8.880000114440918,26.959999084472656,25.520000457763672,33.68000030517578
664,101,17.920000076293945,196.63999938964844,4.0,119.4800033569336
705,581,61.20000076293945,3.640000104904175,28.799999237060547,51.279998779296875
794,345,4.0,91.55999755859375,10.199999809265137,57.79999923706055
191,791,199.52000427246094,82.36000061035156,18.360000610351562,164.39999389648438
